Order Date,Customer,Product,Qty,Sales Order,Planned Order,Production Order,Confirmed,Status,Delivery,Invoice,Billing Status,Amount
3/4/2005,Mini Gifts Distributors Ltd.,Motorcycles,41,SO-48dd0b77,PL-c1d438f0,PO-09de85c7,TRUE,Shipped,In Transit,INV-a767b947,Paid,1826.96
4/8/2005,"UK Collectables, Ltd.",Motorcycles,30,SO-cfa64142,PL-6b35228c,PO-6a527c28,TRUE,Shipped,In Transit,INV-1a33ea58,Paid,1206.9
1/31/2003,Euro Shopping Channel,Trucks and Buses,35,SO-3ebc2cce,PL-0d5bb48e,PO-3dc2c344,TRUE,Shipped,In Transit,INV-b674d368,Paid,1666.7
4/1/2003,"La Corne D'abondance, Co.",Trucks and Buses,28,SO-16a4c08b,PL-7d3077d1,PO-bf329073,TRUE,Shipped,In Transit,INV-35976da3,Paid,1560.44
6/3/2003,Muscle Machine Inc,Trucks and Buses,45,SO-4fdfc840,PL-43440ac9,PO-962aad21,TRUE,Shipped,In Transit,INV-9f4b5642,Paid,2337.75
8/1/2003,Suominen Souveniers,Trucks and Buses,24,SO-b5432ea7,PL-1a1b31a7,PO-ac35d246,TRUE,Shipped,In Transit,INV-ed9871f4,Paid,1103.76
9/21/2003,"Oulu Toy Supplies, Inc.",Trucks and Buses,41,SO-05645054,PL-56a35cd1,PO-451d92ee,TRUE,Shipped,In Transit,INV-c2f27732,Paid,2617.85
10/22/2003,"Dragon Souveniers, Ltd.",Trucks and Buses,48,SO-20de3747,PL-bde20c25,PO-24d058d4,TRUE,Shipped,In Transit,INV-ee42f080,Paid,2207.52
11/6/2003,"Stylish Desk Decors, Co.",Trucks and Buses,50,SO-23b14684,PL-cea73f6a,PO-911837da,TRUE,Shipped,In Transit,INV-a84c17d4,Paid,3165.5
11/14/2003,"Iberia Gift Imports, Corp.",Trucks and Buses,33,SO-9c7a427c,PL-75471bcb,PO-134928a4,TRUE,Shipped,In Transit,INV-6b517062,Paid,2071.41
11/25/2003,Mini Classics,Trucks and Buses,32,SO-97aed21d,PL-d6bf6432,PO-15e8c10f,TRUE,Shipped,In Transit,INV-b4a06e85,Paid,1385.28
12/9/2003,Diecast Collectables,Trucks and Buses,27,SO-4b1337b3,PL-45b40330,PO-2d502fab,TRUE,Shipped,In Transit,INV-a097940a,Paid,1621.62
2/10/2004,Signal Collectibles Ltd.,Trucks and Buses,35,SO-ecb37d12,PL-944723f0,PO-adfe2724,TRUE,Shipped,In Transit,INV-4ecda9db,Paid,1931.65
3/11/2004,Mini Gifts Distributors Ltd.,Trucks and Buses,23,SO-69395290,PL-b3a9c862,PO-10510956,TRUE,Shipped,In Transit,INV-767218ac,Paid,1244.53
5/5/2004,Euro Shopping Channel,Trucks and Buses,35,SO-2b50c40f,PL-f0d2c425,PO-ea05f392,TRUE,Shipped,In Transit,INV-b62661c0,Paid,1704.5
6/15/2004,Handji Gifts& Co,Trucks and Buses,40,SO-60c896d8,PL-0cd1a32f,PO-0a46f068,TRUE,Shipped,In Transit,INV-5cf22462,Paid,1753.2
7/20/2004,Mini Gifts Distributors Ltd.,Trucks and Buses,35,SO-b7427f96,PL-bc7125e2,PO-308e977f,TRUE,Shipped,In Transit,INV-33978d4f,Paid,1666.7
8/19/2004,Diecast Classics Inc.,Trucks and Buses,31,SO-c4667059,PL-b8fc3d21,PO-92a39e65,TRUE,Shipped,In Transit,INV-f151816c,Paid,1710.89
9/8/2004,Land of Toys Inc.,Trucks and Buses,50,SO-fa62e3a1,PL-7b2e07f6,PO-86d132c2,TRUE,Shipped,In Transit,INV-776d7148,Paid,2326.5
10/13/2004,Marta's Replicas Co.,Trucks and Buses,40,SO-5da43f47,PL-fcf0901d,PO-0b52943c,TRUE,Shipped,In Transit,INV-d77fc6b3,Paid,2316
10/22/2004,Canadian Gift Exchange Network,Trucks and Buses,38,SO-f8e55d45,PL-4e35b888,PO-9e5dff5e,TRUE,Shipped,In Transit,INV-e14fc034,Paid,1727.1
11/5/2004,Baane Mini Imports,Trucks and Buses,38,SO-b7c98737,PL-9b51b1a9,PO-f1ffe7e3,TRUE,Shipped,In Transit,INV-fe6b311e,Paid,3800
11/19/2004,Mini Gifts Distributors Ltd.,Trucks and Buses,40,SO-cc3700c6,PL-24c7cd2f,PO-8a08eacd,TRUE,Shipped,In Transit,INV-9e428393,Paid,2424
12/1/2004,Muscle Machine Inc,Trucks and Buses,33,SO-ff9b0ddf,PL-cbd03072,PO-6b76ade2,TRUE,Shipped,In Transit,INV-d4ab2c40,Paid,1535.49
12/15/2004,Reims Collectables,Trucks and Buses,36,SO-1b106c4b,PL-b9aebf11,PO-31b89898,TRUE,Shipped,In Transit,INV-36f905c4,Paid,3600
1/23/2005,Mini Gifts Distributors Ltd.,Trucks and Buses,20,SO-76044d5a,PL-5c6b9f38,PO-d3fcf384,TRUE,Shipped,In Transit,INV-4e9feb44,Paid,1329.4
2/22/2005,Euro Shopping Channel,Trucks and Buses,32,SO-52d7d218,PL-b979e6ce,PO-281f5d63,TRUE,Shipped,In Transit,INV-26ab8490,Paid,1701.76
3/15/2005,Euro Shopping Channel,Trucks and Buses,36,SO-c0f0e35e,PL-09b0b5de,PO-ffcd3e66,TRUE,Shipped,In Transit,INV-2e1367b3,Paid,2259.72
5/3/2005,Euro Shopping Channel,Trucks and Buses,19,SO-f6350d79,PL-53c75784,PO-279562d7,TRUE,Shipped,In Transit,INV-00bde64c,Paid,925.3
5/31/2005,La Rochelle Gifts,Trucks and Buses,11,SO-ac3ce757,PL-8aacb4fc,PO-7b65d760,TRUE,In Process,Not in Transit,INV-12220cce,Unpaid,482.13
1/31/2003,Euro Shopping Channel,Trains,49,SO-2d18d82c,PL-b2f07838,PO-bd62fc4f,TRUE,Shipped,In Transit,INV-67400a49,Paid,3227.63
4/11/2003,Royale Belge,Trains,27,SO-402d4a94,PL-752f75a4,PO-ea867392,TRUE,Shipped,In Transit,INV-a34cb13c,Paid,1711.26
6/3/2003,Muscle Machine Inc,Trains,29,SO-b6236fb4,PL-5df09c6e,PO-eb84438d,TRUE,Shipped,In Transit,INV-393a9901,Paid,2054.36
8/8/2003,Mini Gifts Distributors Ltd.,Trains,42,SO-75627e28,PL-505f06b6,PO-ab0b54db,TRUE,Shipped,In Transit,INV-49eb3aaf,Paid,3131.94
9/25/2003,"Australian Gift Network, Co",Trains,33,SO-db763513,PL-c47e3480,PO-fbfa2d68,TRUE,Shipped,In Transit,INV-b382daa7,Paid,1681.35
10/22/2003,"Dragon Souveniers, Ltd.",Trains,44,SO-e4fca086,PL-4a23742b,PO-316c2d86,TRUE,Shipped,In Transit,INV-9f4b7ee6,Paid,2351.36
11/6/2003,L'ordine Souveniers,Trains,22,SO-98d5a0e5,PL-e023cf59,PO-bd28bd51,TRUE,Shipped,In Transit,INV-c714c350,Paid,1408
11/14/2003,"Iberia Gift Imports, Corp.",Trains,48,SO-e2d90ca2,PL-bfb7eb71,PO-eb6b8e11,TRUE,Shipped,In Transit,INV-cb8eeb8d,Paid,2445.6
11/25/2003,Mini Classics,Trains,33,SO-8fd717ab,PL-bba439ce,PO-6d471818,TRUE,Shipped,In Transit,INV-b65f1e24,Paid,1804.44
12/9/2003,Diecast Collectables,Trains,45,SO-922bb06c,PL-1323d2d8,PO-900cafb9,TRUE,Shipped,In Transit,INV-320cf641,Paid,2544.75
2/12/2004,"Clover Collections, Co.",Trains,20,SO-f525975f,PL-6c1ba8d8,PO-09fae59b,TRUE,Shipped,In Transit,INV-ec4d2274,Paid,1056.4
3/15/2004,"Blauer See Auto, Co.",Trains,46,SO-1221a897,PL-882fcb54,PO-b60a6efc,TRUE,Shipped,In Transit,INV-d03d0bea,Paid,2801.4
5/5/2004,Suominen Souveniers,Trains,40,SO-fc582074,PL-e7726315,PO-2e5cdba1,TRUE,Shipped,In Transit,INV-44540c34,Paid,1988.4
7/20/2004,Diecast Classics Inc.,Trains,45,SO-9d6ebae0,PL-4ed3493a,PO-d47ce681,TRUE,Shipped,In Transit,INV-838a2925,Paid,2908.35
8/20/2004,Mini Gifts Distributors Ltd.,Trains,36,SO-b748a999,PL-5e0ab724,PO-5ed13d07,TRUE,Shipped,In Transit,INV-5c8057c4,Paid,2147.4
9/8/2004,Land of Toys Inc.,Trains,31,SO-84ab5f14,PL-e59cea4c,PO-ef520604,TRUE,Shipped,In Transit,INV-53e8ba27,Paid,2099.63
10/14/2004,"AV Stores, Co.",Trains,46,SO-a02df908,PL-8efc425a,PO-3403babb,TRUE,Shipped,In Transit,INV-0249b15e,Paid,2315.18
10/22/2004,Heintze Collectables,Trains,35,SO-3a3fede1,PL-bd4412cf,PO-0ffd2671,TRUE,Shipped,In Transit,INV-508ae99e,Paid,2327.15
11/5/2004,Baane Mini Imports,Trains,28,SO-fc925d88,PL-693191ea,PO-768d927c,TRUE,Shipped,In Transit,INV-effddc38,Paid,2800
11/20/2004,"La Corne D'abondance, Co.",Trains,31,SO-c3259b47,PL-516ab4c1,PO-5fe57830,TRUE,Shipped,In Transit,INV-851e21c7,Paid,2626.01
12/2/2004,Euro Shopping Channel,Trains,27,SO-7bf185bd,PL-e4452516,PO-ef6e3373,TRUE,Shipped,In Transit,INV-1923d767,Paid,2700
12/15/2004,Reims Collectables,Trains,22,SO-c3d6b9e9,PL-d1ae4143,PO-a21472e6,TRUE,Shipped,In Transit,INV-62e76103,Paid,2200
1/23/2005,Mini Gifts Distributors Ltd.,Trains,30,SO-bdb6b01a,PL-a4f948a5,PO-771fc81f,TRUE,Shipped,In Transit,INV-1722ac31,Paid,2986.5
2/22/2005,Euro Shopping Channel,Trains,44,SO-07b6db49,PL-3866827a,PO-c084e126,TRUE,Shipped,In Transit,INV-e9e177e7,Paid,1587.08
3/15/2005,Euro Shopping Channel,Trains,30,SO-d1a323bf,PL-02dbdfbf,PO-6b7587c4,TRUE,Shipped,In Transit,INV-75c87638,Paid,1808.4
5/5/2005,Gift Depot Inc.,Trains,24,SO-a475a085,PL-b2bd31b4,PO-4589bb39,TRUE,Shipped,In Transit,INV-99f4c25b,Paid,1193.04
1/29/2003,Baane Mini Imports,Trucks and Buses,45,SO-8222b07a,PL-5ae76a42,PO-33a73d92,TRUE,Shipped,In Transit,INV-e368bdbf,Paid,3403.35
3/26/2003,Mini Gifts Distributors Ltd.,Trucks and Buses,23,SO-bca47a18,PL-74db3d4d,PO-2b1d8ac2,TRUE,Shipped,In Transit,INV-f5490711,Paid,1575.96
5/28/2003,"Corrida Auto Replicas, Ltd",Trucks and Buses,26,SO-05aec206,PL-468d3270,PO-721e08a6,TRUE,Shipped,In Transit,INV-f6b8ec09,Paid,1630.2
7/24/2003,Technics Stores Inc.,Trucks and Buses,28,SO-605f52d1,PL-ca6831d3,PO-5ceb60d5,TRUE,Shipped,In Transit,INV-16708d62,Paid,1701.28
9/19/2003,"Dragon Souveniers, Ltd.",Trucks and Buses,49,SO-509301a1,PL-8e657e51,PO-84212366,TRUE,Shipped,In Transit,INV-2436450b,Paid,2850.82
10/21/2003,Mini Auto Werke,Trucks and Buses,49,SO-a8d5379d,PL-b2a03266,PO-531b7bb4,TRUE,Resolved,Delivered,INV-45443c78,Paid,2692.06
11/6/2003,"Stylish Desk Decors, Co.",Trucks and Buses,29,SO-1db296e7,PL-0e251ff9,PO-5e5d262c,TRUE,Shipped,In Transit,INV-160cf8dd,Paid,2174.42
11/13/2003,"Classic Gift Ideas, Inc",Trucks and Buses,49,SO-b1cde0be,PL-d367b34d,PO-862b5386,TRUE,Shipped,In Transit,INV-89e2f01f,Paid,3167.36
11/25/2003,"Saveley & Henriot, Co.",Trucks and Buses,39,SO-e29cfe98,PL-1a4de49a,PO-6278897e,TRUE,Shipped,In Transit,INV-64a78bdd,Paid,2142.66
12/5/2003,Canadian Gift Exchange Network,Trucks and Buses,36,SO-4da868df,PL-b8d09cab,PO-91cb0ed5,TRUE,Shipped,In Transit,INV-d3ad45c5,Paid,2117.52
2/4/2004,Handji Gifts& Co,Trucks and Buses,39,SO-130ce400,PL-f87af628,PO-83b2a4bd,TRUE,Shipped,In Transit,INV-e6089641,Paid,2419.95
3/11/2004,Mini Gifts Distributors Ltd.,Trucks and Buses,30,SO-25a1cff0,PL-f6ce3ad4,PO-c93e899e,TRUE,Shipped,In Transit,INV-6b0e92df,Paid,2191.2
5/4/2004,Super Scale Inc.,Trucks and Buses,44,SO-757295db,PL-118ca869,PO-335c5a80,TRUE,Shipped,In Transit,INV-77e9f403,Paid,3043.04
6/15/2004,"Tokyo Collectables, Ltd",Trucks and Buses,20,SO-f1518f64,PL-d734d700,PO-60709dfd,TRUE,Shipped,In Transit,INV-52e82e32,Paid,1228.2
7/19/2004,Souveniers And Things Co.,Trucks and Buses,21,SO-cd4c57cc,PL-f1096ce0,PO-e74c20e7,TRUE,Shipped,In Transit,INV-44068211,Paid,1330.35
8/19/2004,Diecast Classics Inc.,Trucks and Buses,36,SO-805d4a8c,PL-8be11d33,PO-60950cbd,TRUE,Shipped,In Transit,INV-695faeae,Paid,2792.52
9/8/2004,Scandinavian Gift Ideas,Trucks and Buses,32,SO-1ffee191,PL-eae7a8c6,PO-b3e36cbc,TRUE,Shipped,In Transit,INV-29bb4787,Paid,2296
10/11/2004,Auto Assoc. & Cie.,Trucks and Buses,36,SO-d0a6cd32,PL-2f84f6dd,PO-2df9362a,TRUE,Shipped,In Transit,INV-285fe7e9,Paid,2629.44
10/22/2004,Canadian Gift Exchange Network,Trucks and Buses,34,SO-3187a396,PL-74aba5cf,PO-11119416,TRUE,Shipped,In Transit,INV-87244783,Paid,1912.16
11/5/2004,Vitachrome Inc.,Trucks and Buses,48,SO-9988f5fd,PL-c1584774,PO-0590e12f,TRUE,Shipped,In Transit,INV-2e503822,Paid,4800
11/18/2004,Mini Wheels Co.,Trucks and Buses,33,SO-79bec42b,PL-a176d225,PO-0ca514ae,TRUE,Shipped,In Transit,INV-9a0259df,Paid,2431.77
11/1/2004,"Corrida Auto Replicas, Ltd",Trucks and Buses,31,SO-0f7a5cf6,PL-7c224f8f,PO-d5860c8a,TRUE,Shipped,In Transit,INV-8a2e17f1,Paid,3100
12/10/2004,Euro Shopping Channel,Trucks and Buses,36,SO-e9189d22,PL-d5de4755,PO-cabaa0b9,TRUE,Shipped,In Transit,INV-430187dd,Paid,3600
1/20/2005,"Anna's Decorations, Ltd",Trucks and Buses,25,SO-2919a547,PL-78c275cf,PO-91c59d48,TRUE,Shipped,In Transit,INV-6595a58f,Paid,2500
2/17/2005,Mini Gifts Distributors Ltd.,Trucks and Buses,48,SO-13945c1b,PL-91a2f6da,PO-71f63f56,TRUE,Shipped,In Transit,INV-af16f774,Paid,4800
5/1/2005,Quebec Home Shopping Network,Trucks and Buses,27,SO-7fd1eb49,PL-b94f21bd,PO-837a656a,TRUE,Shipped,In Transit,INV-f65398bd,Paid,1867.32
5/31/2005,Euro Shopping Channel,Trucks and Buses,44,SO-694bea00,PL-89d3d5de,PO-e2e9c8c5,TRUE,In Process,Not in Transit,INV-05603d93,Unpaid,2702.04
2/17/2003,Rovelli Gifts,Vintage Cars,33,SO-f37d50f4,PL-71eac007,PO-08a8aeac,TRUE,Shipped,In Transit,INV-30cfad5b,Paid,2406.36
4/29/2003,"Australian Collectors, Co.",Vintage Cars,29,SO-f9ac539e,PL-79ea1cef,PO-19a16cfa,TRUE,Shipped,In Transit,INV-854eb8e6,Paid,2094.67
6/27/2003,Euro Shopping Channel,Vintage Cars,49,SO-a5a0dc0b,PL-0dfccbcb,PO-5401c154,TRUE,Shipped,In Transit,INV-c10fd41a,Paid,2797.9
8/13/2003,Royale Belge,Vintage Cars,20,SO-464d3b98,PL-3ffb12df,PO-4a928681,TRUE,Shipped,In Transit,INV-14aa14de,Paid,1637.2
10/28/2003,Technics Stores Inc.,Vintage Cars,31,SO-5e2700c7,PL-d42e7fc5,PO-9bbce2f4,TRUE,Shipped,In Transit,INV-4510fe1f,Paid,2281.91
1/12/2004,Osaka Souveniers Co.,Vintage Cars,39,SO-0f1320ba,PL-b3e9fc39,PO-1f92499d,TRUE,Shipped,In Transit,INV-ae3fe460,Paid,2307.24
2/20/2004,"Australian Collectors, Co.",Vintage Cars,20,SO-2aba2bfe,PL-af48b7fc,PO-e70f27e8,TRUE,Shipped,In Transit,INV-82047bec,Paid,1320.8
4/2/2004,"Royal Canadian Collectables, Ltd.",Vintage Cars,34,SO-dc7192ae,PL-eb5478ad,PO-5453f248,TRUE,Shipped,In Transit,INV-04cbfe04,Paid,2642.82
5/11/2004,The Sharp Gifts Warehouse,Vintage Cars,50,SO-ad9be68a,PL-831e2882,PO-32e8f7b7,TRUE,Shipped,In Transit,INV-44dda62d,Paid,3061
6/24/2004,Euro Shopping Channel,Vintage Cars,40,SO-28c48b26,PL-d3d913f1,PO-1a33928b,TRUE,Cancelled,Not in Transit,INV-cc8936b4,Unpaid,3164.4
7/23/2004,La Rochelle Gifts,Vintage Cars,28,SO-9f69cda7,PL-ae23268c,PO-69e49980,TRUE,Shipped,In Transit,INV-81986bf4,Paid,1791.16
8/21/2004,"Norway Gifts By Mail, Co.",Vintage Cars,50,SO-823118f9,PL-b549066f,PO-a75d5e3c,TRUE,Shipped,In Transit,INV-0e6450f4,Paid,4093
9/16/2004,"Clover Collections, Co.",Vintage Cars,28,SO-df64997d,PL-e482f8a1,PO-dbc22440,TRUE,Shipped,In Transit,INV-b7fe750c,Paid,2234.4
10/15/2004,Mini Classics,Vintage Cars,46,SO-91bf36f9,PL-410c7057,PO-9be301a2,TRUE,Shipped,In Transit,INV-8f7f5ec5,Paid,3037.84
11/1/2004,giftsbymail.co.uk,Vintage Cars,24,SO-5ceb78a3,PL-b0da9fc4,PO-9c599155,TRUE,Shipped,In Transit,INV-48d10793,Paid,1419.84
11/12/2004,Rovelli Gifts,Vintage Cars,24,SO-f3554f20,PL-a5af81ba,PO-f29d9143,TRUE,Shipped,In Transit,INV-48f662c3,Paid,1948.08
11/24/2004,Enaco Distributors,Vintage Cars,39,SO-a26393f0,PL-8c29fc91,PO-8a83abea,TRUE,Shipped,In Transit,INV-913b848c,Paid,2307.24
12/4/2004,Gift Ideas Corp.,Vintage Cars,40,SO-6d198666,PL-71be1501,PO-e18da4fd,TRUE,Shipped,In Transit,INV-5a5b5255,Paid,1780.4
12/17/2004,Souveniers And Things Co.,Vintage Cars,49,SO-a87f4f57,PL-347471f9,PO-e719eb07,TRUE,Shipped,In Transit,INV-8241da99,Paid,3544.17
2/3/2005,La Rochelle Gifts,Vintage Cars,44,SO-d7dcced3,PL-3083f827,PO-b1efb1c4,TRUE,Shipped,In Transit,INV-d31fd0d4,Paid,3619.44
3/3/2005,FunGiftIdeas.com,Vintage Cars,35,SO-71b39d02,PL-a0e9cf4a,PO-7b5b417f,TRUE,Shipped,In Transit,INV-1a57868e,Paid,3500
3/30/2005,Reims Collectables,Vintage Cars,22,SO-046b3366,PL-84d28857,PO-597a012c,TRUE,Shipped,In Transit,INV-4ba30400,Paid,1483.02
4/3/2005,Tekni Collectables Inc.,Vintage Cars,62,SO-f529b14d,PL-2e207b81,PO-e0312bfe,FALSE,On Hold,Not in Transit,INV-770b7c81,Unpaid,4819.26
5/10/2005,L'ordine Souveniers,Vintage Cars,26,SO-7c4ec796,PL-e5d7ab84,PO-6eb705b8,TRUE,Shipped,In Transit,INV-e3d8c129,Paid,1591.72
3/3/2003,Cruz & Sons Co.,Motorcycles,31,SO-2ec81e40,PL-877422bb,PO-af0b99c8,TRUE,Shipped,In Transit,INV-3aa5b8ac,Paid,3100
5/7/2003,Reims Collectables,Motorcycles,25,SO-a85c28e0,PL-2817e4fe,PO-638ebf47,TRUE,Shipped,In Transit,INV-a35347df,Paid,2168.5
7/2/2003,Mini Gifts Distributors Ltd.,Motorcycles,30,SO-15b6fe79,PL-15f71aba,PO-6ab8d791,TRUE,Shipped,In Transit,INV-3c3c601c,Paid,2694
8/25/2003,Toys4GrownUps.com,Motorcycles,27,SO-113e42b4,PL-cd8c8c34,PO-21f209a7,TRUE,Shipped,In Transit,INV-5494eb13,Paid,2700
10/10/2003,Corporate Gift Ideas Co.,Motorcycles,23,SO-4756a11f,PL-374a6683,PO-84ae7690,TRUE,Shipped,In Transit,INV-dc8b62f1,Paid,2300
11/4/2003,"Anna's Decorations, Ltd",Motorcycles,34,SO-01c9b526,PL-e81b39b9,PO-2dc9cb25,TRUE,Shipped,In Transit,INV-a8f8671e,Paid,3400
11/11/2003,Daedalus Designs Imports,Motorcycles,22,SO-3ae6e0ea,PL-eb0d6ee2,PO-24b03f0f,TRUE,Shipped,In Transit,INV-aa9ff2a3,Paid,2200
11/19/2003,Euro Shopping Channel,Motorcycles,42,SO-dfc73434,PL-b099d5b2,PO-297bee3f,TRUE,Shipped,In Transit,INV-5fa2a56a,Paid,3600.24
1/15/2004,Auto Canal Petit,Motorcycles,37,SO-365b69a4,PL-356e943c,PO-626dd631,TRUE,Shipped,In Transit,INV-ae8e8cef,Paid,3700
2/21/2004,Daedalus Designs Imports,Motorcycles,30,SO-1734942d,PL-85450dc1,PO-1ea05592,TRUE,Shipped,In Transit,INV-af4a5fec,Paid,3000
4/5/2004,Vitachrome Inc.,Motorcycles,27,SO-df920930,PL-cdc96f2f,PO-a6b1c0d0,TRUE,Shipped,In Transit,INV-b3a910c1,Paid,2700
5/26/2004,Auto Canal Petit,Motorcycles,25,SO-663a81fd,PL-8810d254,PO-20f9fb61,TRUE,Shipped,In Transit,INV-476341fb,Paid,2500
6/30/2004,Gifts4AllAges.com,Motorcycles,34,SO-932e7a6e,PL-c9b6f0a3,PO-b0c9d392,TRUE,Shipped,In Transit,INV-58465fc4,Paid,3330.98
8/2/2004,Online Mini Collectables,Motorcycles,38,SO-cbad0f9c,PL-accd0789,PO-73376683,TRUE,Shipped,In Transit,INV-f88661c0,Paid,3800
8/27/2004,Marta's Replicas Co.,Motorcycles,26,SO-73a3b0cd,PL-2e36e225,PO-132e6934,TRUE,Shipped,In Transit,INV-011a7605,Paid,2600
9/30/2004,"Toys of Finland, Co.",Motorcycles,38,SO-823f723b,PL-4413961a,PO-24292211,TRUE,Shipped,In Transit,INV-ff87a6ea,Paid,3800
10/15/2004,Baane Mini Imports,Motorcycles,50,SO-eb9e65d6,PL-d0905e0f,PO-b8ad00fa,TRUE,Shipped,In Transit,INV-945a8200,Paid,4235
11/3/2004,Microscale Inc.,Motorcycles,22,SO-0853a49f,PL-065c62ec,PO-1d9b947d,TRUE,Shipped,In Transit,INV-27f6b15a,Paid,2200
11/17/2004,Motor Mint Distributors Inc.,Motorcycles,32,SO-44ce289b,PL-3b7d6326,PO-9f4a042d,TRUE,Shipped,In Transit,INV-7f2a2431,Paid,3200
11/24/2004,Salzburg Collectables,Motorcycles,31,SO-9cb12b8e,PL-cc39c5f4,PO-7e164235,TRUE,Shipped,In Transit,INV-35ec090d,Paid,2201.62
12/7/2004,Euro Shopping Channel,Motorcycles,40,SO-ae668db0,PL-d1ee0b2f,PO-07503a26,TRUE,Shipped,In Transit,INV-ba90eaad,Paid,4000
1/7/2005,Mini Creations Ltd.,Motorcycles,22,SO-5806accf,PL-ad102b6d,PO-bfc3dec8,TRUE,Shipped,In Transit,INV-a00c54b0,Paid,2200
2/3/2005,La Rochelle Gifts,Motorcycles,41,SO-d8e8e0db,PL-0d2155dc,PO-a0253b7a,TRUE,Shipped,In Transit,INV-9c9fd286,Paid,4100
3/4/2005,Mini Gifts Distributors Ltd.,Motorcycles,45,SO-8932be74,PL-424cd13d,PO-8ae09568,TRUE,Shipped,In Transit,INV-6d3a69a7,Paid,2204.1
4/8/2005,"UK Collectables, Ltd.",Motorcycles,45,SO-9c9106a4,PL-5f652473,PO-de476a05,TRUE,Shipped,In Transit,INV-bcb41e24,Paid,4500
2/17/2003,Rovelli Gifts,Vintage Cars,39,SO-ca6bffb2,PL-c31eb999,PO-ec2911fb,TRUE,Shipped,In Transit,INV-123eb2cc,Paid,1565.85
4/29/2003,"Australian Collectors, Co.",Vintage Cars,49,SO-d261c9f6,PL-69c4b2f4,PO-406edef2,TRUE,Shipped,In Transit,INV-e00750be,Paid,2480.38
6/27/2003,Euro Shopping Channel,Vintage Cars,27,SO-7cdfc618,PL-a64db909,PO-f430beb1,TRUE,Shipped,In Transit,INV-6e3e81f2,Paid,1355.13
8/10/2003,Mini Creations Ltd.,Vintage Cars,34,SO-7d8f45dd,PL-3e730c0f,PO-dff73fb3,TRUE,Shipped,In Transit,INV-4f63455f,Paid,1246.44
10/8/2003,Euro Shopping Channel,Vintage Cars,20,SO-edc7d5c0,PL-507057b6,PO-da147af3,TRUE,Shipped,In Transit,INV-73412cd5,Paid,820.4
10/28/2003,Technics Stores Inc.,Vintage Cars,48,SO-c57ae1a4,PL-20824562,PO-a321e97b,TRUE,Shipped,In Transit,INV-e377d20d,Paid,2492.64
12/1/2003,West Coast Collectables Co.,Vintage Cars,29,SO-5f92c56e,PL-c0ba3783,PO-3f6446c5,TRUE,Shipped,In Transit,INV-cb64aeb1,Paid,1113.6
1/12/2004,Osaka Souveniers Co.,Vintage Cars,43,SO-a0e03f1c,PL-a71cf687,PO-73890d39,TRUE,Shipped,In Transit,INV-510f668d,Paid,1763.86
2/20/2004,"Australian Collectors, Co.",Vintage Cars,41,SO-7ab57c87,PL-f6f90604,PO-c13ee87e,TRUE,Shipped,In Transit,INV-02203af3,Paid,1896.66
4/2/2004,"Royal Canadian Collectables, Ltd.",Vintage Cars,41,SO-3443c9be,PL-566803fc,PO-188a2ba8,TRUE,Shipped,In Transit,INV-e7d27eeb,Paid,1449.35
5/11/2004,The Sharp Gifts Warehouse,Vintage Cars,36,SO-23b4a39d,PL-2c251edd,PO-e4878d4f,TRUE,Shipped,In Transit,INV-743a87f9,Paid,1869.48
6/24/2004,Euro Shopping Channel,Vintage Cars,49,SO-b8fdc7e5,PL-7caa7720,PO-f1c7ec29,TRUE,Cancelled,Not in Transit,INV-0d0b59fa,Unpaid,1860.53
7/23/2004,La Rochelle Gifts,Vintage Cars,38,SO-755e70f5,PL-0202081d,PO-3ec63949,TRUE,Shipped,In Transit,INV-bb137b38,Paid,1724.82
8/21/2004,"Norway Gifts By Mail, Co.",Vintage Cars,33,SO-e7969098,PL-a6101f8c,PO-08254325,TRUE,Shipped,In Transit,INV-0633be70,Paid,1713.69
9/15/2004,"Bavarian Collectables Imports, Co.",Vintage Cars,26,SO-5ddce365,PL-4b4cc5c4,PO-94bb928e,TRUE,Shipped,In Transit,INV-4d6c1fb1,Paid,1259.44
10/15/2004,Mini Classics,Vintage Cars,47,SO-4cbf4c91,PL-dfd55d14,PO-e4396681,TRUE,Shipped,In Transit,INV-d3a73ddf,Paid,2051.08
11/1/2004,giftsbymail.co.uk,Vintage Cars,34,SO-558b1502,PL-b83d8cbf,PO-e3e78e34,TRUE,Shipped,In Transit,INV-d63f86eb,Paid,1617.38
11/12/2004,Rovelli Gifts,Vintage Cars,34,SO-14cdf336,PL-ce247261,PO-06c33d17,TRUE,Shipped,In Transit,INV-ccea642a,Paid,1765.62
11/24/2004,Enaco Distributors,Vintage Cars,40,SO-e0e973f0,PL-0dbf3575,PO-338ce9d6,TRUE,Shipped,In Transit,INV-6fdd08fc,Paid,2024.8
12/4/2004,Gift Ideas Corp.,Vintage Cars,40,SO-6dab5d29,PL-357dfd9b,PO-4244c66b,TRUE,Shipped,In Transit,INV-1af9341f,Paid,3288.4
12/17/2004,Souveniers And Things Co.,Vintage Cars,33,SO-e66ac76c,PL-fdf04a05,PO-5026d142,TRUE,Shipped,In Transit,INV-22417f68,Paid,2725.47
2/3/2005,La Rochelle Gifts,Vintage Cars,49,SO-f1a18d10,PL-6e4620dc,PO-6a20429d,TRUE,Shipped,In Transit,INV-20766326,Paid,3224.2
